PMID,Title,Abstract,MH,Test,CleanedText,cluster
31341269,RNA sequencing: the teenage years.,"Over the past decade, RNA sequencing (RNA-seq) has become an indispensable tool for transcriptome-wide analysis of differential gene expression and differential splicing of mRNAs. However, as next-generation sequencing technologies have developed, so too has RNA-seq. Now, RNA-seq methods are available for studying many different aspects of RNA biology, including single-cell gene expression, translation (the translatome) and RNA structure (the structurome). Exciting new applications are being explored, such as spatial transcriptomics (spatialomics). Together with new long-read and direct RNA-seq technologies and better computational tools for data analysis, innovations in RNA-seq are contributing to a fuller understanding of RNA biology, from questions such as when and where transcription occurs to the folding and intermolecular interactions that govern RNA function.","*Alternative Splicing Gene Expression Profiling/*history High-Throughput Nucleotide Sequencing/*history History, 21st Century Humans RNA, Messenger/*biosynthesis/*genetics/history Sequence Analysis, RNA/*history","RNA sequencing: the teenage years. Over the past decade, RNA sequencing (RNA-seq) has become an indispensable tool for transcriptome-wide analysis of differential gene expression and differential splicing of mRNAs. However, as next-generation sequencing technologies have developed, so too has RNA-seq. Now, RNA-seq methods are available for studying many different aspects of RNA biology, including single-cell gene expression, translation (the translatome) and RNA structure (the structurome). Exciting new applications are being explored, such as spatial transcriptomics (spatialomics). Together with new long-read and direct RNA-seq technologies and better computational tools for data analysis, innovations in RNA-seq are contributing to a fuller understanding of RNA biology, from questions such as when and where transcription occurs to the folding and intermolecular interactions that govern RNA function. *Alternative Splicing Gene Expression Profiling/*history High-Throughput Nucleotide Sequencing/*history History, 21st Century Humans RNA, Messenger/*biosynthesis/*genetics/history Sequence Analysis, RNA/*history",rna teenag year past decad rna sequenc becom indispens tool analysi differenti gene express differenti splice mrnas howev sequenc technolog develop method avail studi mani differ aspect rna biolog includ gene express translat translatom rna structur structurom excit new applic explor spatial transcriptom spatialom togeth new direct technolog better comput tool data analysi innov contribut fuller understand rna biolog question transcript occur fold intermolecular interact govern rna function splice gene express profil nucleotid sequenc histori centuri human rna messeng histori sequenc analysi rna,4
30089861,Single-cell RNA sequencing technologies and bioinformatics pipelines.,"Rapid progress in the development of next-generation sequencing (NGS) technologies in recent years has provided many valuable insights into complex biological systems, ranging from cancer genomics to diverse microbial communities. NGS-based technologies for genomics, transcriptomics, and epigenomics are now increasingly focused on the characterization of individual cells. These single-cell analyses will allow researchers to uncover new and potentially unexpected biological discoveries relative to traditional profiling methods that assess bulk populations. Single-cell RNA sequencing (scRNA-seq), for example, can reveal complex and rare cell populations, uncover regulatory relationships between genes, and track the trajectories of distinct cell lineages in development. In this review, we will focus on technical challenges in single-cell isolation and library preparation and on computational analysis pipelines available for analyzing scRNA-seq data. Further technical improvements at the level of molecular and cell biology and in available bioinformatics tools will greatly facilitate both the basic science and medical applications of these sequencing technologies.","Animals Cell Separation *Computational Biology Gene Library Gene Regulatory Networks Humans Sequence Analysis, RNA/*methods Single-Cell Analysis/*methods","Single-cell RNA sequencing technologies and bioinformatics pipelines. Rapid progress in the development of next-generation sequencing (NGS) technologies in recent years has provided many valuable insights into complex biological systems, ranging from cancer genomics to diverse microbial communities. NGS-based technologies for genomics, transcriptomics, and epigenomics are now increasingly focused on the characterization of individual cells. These single-cell analyses will allow researchers to uncover new and potentially unexpected biological discoveries relative to traditional profiling methods that assess bulk populations. Single-cell RNA sequencing (scRNA-seq), for example, can reveal complex and rare cell populations, uncover regulatory relationships between genes, and track the trajectories of distinct cell lineages in development. In this review, we will focus on technical challenges in single-cell isolation and library preparation and on computational analysis pipelines available for analyzing scRNA-seq data. Further technical improvements at the level of molecular and cell biology and in available bioinformatics tools will greatly facilitate both the basic science and medical applications of these sequencing technologies. Animals Cell Separation *Computational Biology Gene Library Gene Regulatory Networks Humans Sequence Analysis, RNA/*methods Single-Cell Analysis/*methods",rna sequenc technolog bioinformat pipelin rapid progress develop sequenc ngs technolog recent year provid mani valuabl insight complex biolog system rang cancer genom divers microbi communiti technolog genom transcriptom epigenom increas focus character individu cell analys allow research uncov new potenti unexpect biolog discoveri relat tradit profil method assess bulk popul rna sequenc exampl reveal complex rare cell popul uncov regulatori relationship gene track trajectori distinct cell lineag develop review focus technic challeng isol librari prepar comput analysi pipelin avail analyz data technic improv level molecular cell biolog avail bioinformat tool great facilit basic scienc medic applic sequenc technolog anim cell separ biolog gene librari gene regulatori network human sequenc analysi rna analysi,4
28212749,Comparative Analysis of Single-Cell RNA Sequencing Methods.,"Single-cell RNA sequencing (scRNA-seq) offers new possibilities to address biological and medical questions. However, systematic comparisons of the performance of diverse scRNA-seq protocols are lacking. We generated data from 583 mouse embryonic stem cells to evaluate six prominent scRNA-seq methods: CEL-seq2, Drop-seq, MARS-seq, SCRB-seq, Smart-seq, and Smart-seq2. While Smart-seq2 detected the most genes per cell and across cells, CEL-seq2, Drop-seq, MARS-seq, and SCRB-seq quantified mRNA levels with less amplification noise due to the use of unique molecular identifiers (UMIs). Power simulations at different sequencing depths showed that Drop-seq is more cost-efficient for transcriptome quantification of large numbers of cells, while MARS-seq, SCRB-seq, and Smart-seq2 are more efficient when analyzing fewer cells. Our quantitative comparison offers the basis for an informed choice among six prominent scRNA-seq methods, and it provides a framework for benchmarking further improvements of scRNA-seq protocols.","Animals Base Sequence Cell Line Computer Simulation Cost-Benefit Analysis Embryonic Stem Cells/*chemistry *High-Throughput Nucleotide Sequencing/economics Mice Models, Economic RNA/*genetics/isolation & purification Sequence Analysis, RNA/economics/*methods Single-Cell Analysis/economics/*methods","Comparative Analysis of Single-Cell RNA Sequencing Methods. Single-cell RNA sequencing (scRNA-seq) offers new possibilities to address biological and medical questions. However, systematic comparisons of the performance of diverse scRNA-seq protocols are lacking. We generated data from 583 mouse embryonic stem cells to evaluate six prominent scRNA-seq methods: CEL-seq2, Drop-seq, MARS-seq, SCRB-seq, Smart-seq, and Smart-seq2. While Smart-seq2 detected the most genes per cell and across cells, CEL-seq2, Drop-seq, MARS-seq, and SCRB-seq quantified mRNA levels with less amplification noise due to the use of unique molecular identifiers (UMIs). Power simulations at different sequencing depths showed that Drop-seq is more cost-efficient for transcriptome quantification of large numbers of cells, while MARS-seq, SCRB-seq, and Smart-seq2 are more efficient when analyzing fewer cells. Our quantitative comparison offers the basis for an informed choice among six prominent scRNA-seq methods, and it provides a framework for benchmarking further improvements of scRNA-seq protocols. Animals Base Sequence Cell Line Computer Simulation Cost-Benefit Analysis Embryonic Stem Cells/*chemistry *High-Throughput Nucleotide Sequencing/economics Mice Models, Economic RNA/*genetics/isolation & purification Sequence Analysis, RNA/economics/*methods Single-Cell Analysis/economics/*methods",compar analysi rna sequenc method rna sequenc offer new possibl address biolog medic question howev systemat comparison perform divers protocol lack generat data mous embryon stem cell evalu six promin detect gene per cell across cell quantifi mrna level less amplif nois due use uniqu molecular identifi umi power simul differ sequenc depth show transcriptom quantif larg number cell effici analyz fewer cell quantit comparison offer basi inform choic among six promin method provid framework benchmark improv protocol anim base sequenc cell line comput simul analysi embryon stem cell nucleotid sequenc econom mice model econom rna isol purif sequenc analysi rna econom analysi econom,4
33276803,RNA sequencing: new technologies and applications in cancer research.,"Over the past few decades, RNA sequencing has significantly progressed, becoming a paramount approach for transcriptome profiling. The revolution from bulk RNA sequencing to single-molecular, single-cell and spatial transcriptome approaches has enabled increasingly accurate, individual cell resolution incorporated with spatial information. Cancer, a major malignant and heterogeneous lethal disease, remains an enormous challenge in medical research and clinical treatment. As a vital tool, RNA sequencing has been utilized in many aspects of cancer research and therapy, including biomarker discovery and characterization of cancer heterogeneity and evolution, drug resistance, cancer immune microenvironment and immunotherapy, cancer neoantigens and so on. In this review, the latest studies on RNA sequencing technology and their applications in cancer are summarized, and future challenges and opportunities for RNA sequencing technology in cancer applications are discussed.","Animals Biomarkers, Tumor/genetics Gene Expression Profiling/methods Genomics/methods High-Throughput Nucleotide Sequencing/methods Humans Neoplasms/*genetics/therapy RNA/*genetics Sequence Analysis, RNA/*methods Transcriptome Tumor Microenvironment","RNA sequencing: new technologies and applications in cancer research. Over the past few decades, RNA sequencing has significantly progressed, becoming a paramount approach for transcriptome profiling. The revolution from bulk RNA sequencing to single-molecular, single-cell and spatial transcriptome approaches has enabled increasingly accurate, individual cell resolution incorporated with spatial information. Cancer, a major malignant and heterogeneous lethal disease, remains an enormous challenge in medical research and clinical treatment. As a vital tool, RNA sequencing has been utilized in many aspects of cancer research and therapy, including biomarker discovery and characterization of cancer heterogeneity and evolution, drug resistance, cancer immune microenvironment and immunotherapy, cancer neoantigens and so on. In this review, the latest studies on RNA sequencing technology and their applications in cancer are summarized, and future challenges and opportunities for RNA sequencing technology in cancer applications are discussed. Animals Biomarkers, Tumor/genetics Gene Expression Profiling/methods Genomics/methods High-Throughput Nucleotide Sequencing/methods Humans Neoplasms/*genetics/therapy RNA/*genetics Sequence Analysis, RNA/*methods Transcriptome Tumor Microenvironment",rna new technolog applic cancer research past decad rna sequenc signific progress becom paramount approach transcriptom profil revolut bulk rna sequenc spatial transcriptom approach enabl increas accur individu cell resolut incorpor spatial inform cancer major malign heterogen lethal diseas remain enorm challeng medic research clinic treatment vital tool rna sequenc util mani aspect cancer research therapi includ biomark discoveri character cancer heterogen evolut drug resist cancer immun microenviron immunotherapi cancer neoantigen review latest studi rna sequenc technolog applic cancer summar futur challeng opportun rna sequenc technolog cancer applic discuss anim biomark tumor genet gene express profil method genom method nucleotid sequenc method human neoplasm therapi rna sequenc analysi rna transcriptom tumor microenviron,4
28754496,Single-cell RNA sequencing: Technical advancements and biological applications.,"Cells are the basic building blocks of organisms and each cell is unique. Single-cell RNA sequencing has emerged as an indispensable tool to dissect the cellular heterogeneity and decompose tissues into cell types and/or cell states, which offers enormous potential for de novo discovery. Single-cell transcriptomic atlases provide unprecedented resolution to reveal complex cellular events and deepen our understanding of biological systems. In this review, we summarize and compare single-cell RNA sequencing technologies, that were developed since 2009, to facilitate a well-informed choice of method. The applications of these methods in different biological contexts are also discussed. We anticipate an ever-increasing role of single-cell RNA sequencing in biology with further improvement in providing spatial information and coupling to other cellular modalities. In the future, such biological findings will greatly benefit medical research.","Sequence Analysis, DNA/methods Sequence Analysis, RNA/*methods Single-Cell Analysis/methods","Single-cell RNA sequencing: Technical advancements and biological applications. Cells are the basic building blocks of organisms and each cell is unique. Single-cell RNA sequencing has emerged as an indispensable tool to dissect the cellular heterogeneity and decompose tissues into cell types and/or cell states, which offers enormous potential for de novo discovery. Single-cell transcriptomic atlases provide unprecedented resolution to reveal complex cellular events and deepen our understanding of biological systems. In this review, we summarize and compare single-cell RNA sequencing technologies, that were developed since 2009, to facilitate a well-informed choice of method. The applications of these methods in different biological contexts are also discussed. We anticipate an ever-increasing role of single-cell RNA sequencing in biology with further improvement in providing spatial information and coupling to other cellular modalities. In the future, such biological findings will greatly benefit medical research. Sequence Analysis, DNA/methods Sequence Analysis, RNA/*methods Single-Cell Analysis/methods",rna technic advanc biolog applic cell basic build block organ cell uniqu rna sequenc emerg indispens tool dissect cellular heterogen decompos tissu cell type cell state offer enorm potenti novo discoveri transcriptom atlas provid unpreced resolut reveal complex cellular event deepen understand biolog system review summar compar rna sequenc technolog develop sinc facilit choic method applic method differ biolog context also discuss anticip role rna sequenc biolog improv provid spatial inform coupl cellular modal futur biolog find great benefit medic research sequenc analysi dna method sequenc analysi rna analysi method,4
33172208,Review of Single-Cell RNA Sequencing in the Heart.,"Single-cell RNA sequencing (scRNA-seq) technology is a powerful, rapidly developing tool for characterizing individual cells and elucidating biological mechanisms at the cellular level. Cardiovascular disease is one of the major causes of death worldwide and its precise pathology remains unclear. scRNA-seq has provided many novel insights into both healthy and pathological hearts. In this review, we summarize the various scRNA-seq platforms and describe the molecular mechanisms of cardiovascular development and disease revealed by scRNA-seq analysis. We then describe the latest technological advances in scRNA-seq. Finally, we discuss how to translate basic research into clinical medicine using scRNA-seq technology.","Base Sequence/genetics Cluster Analysis Gene Expression Profiling/methods Heart/*physiology High-Throughput Nucleotide Sequencing/methods Humans Myocardium/*metabolism Sequence Analysis, RNA/methods/*trends Single-Cell Analysis/methods/trends Software Whole Exome Sequencing/methods","Review of Single-Cell RNA Sequencing in the Heart. Single-cell RNA sequencing (scRNA-seq) technology is a powerful, rapidly developing tool for characterizing individual cells and elucidating biological mechanisms at the cellular level. Cardiovascular disease is one of the major causes of death worldwide and its precise pathology remains unclear. scRNA-seq has provided many novel insights into both healthy and pathological hearts. In this review, we summarize the various scRNA-seq platforms and describe the molecular mechanisms of cardiovascular development and disease revealed by scRNA-seq analysis. We then describe the latest technological advances in scRNA-seq. Finally, we discuss how to translate basic research into clinical medicine using scRNA-seq technology. Base Sequence/genetics Cluster Analysis Gene Expression Profiling/methods Heart/*physiology High-Throughput Nucleotide Sequencing/methods Humans Myocardium/*metabolism Sequence Analysis, RNA/methods/*trends Single-Cell Analysis/methods/trends Software Whole Exome Sequencing/methods",review rna sequenc heart rna sequenc technolog power rapid develop tool character individu cell elucid biolog mechan cellular level cardiovascular diseas one major caus death worldwid precis patholog remain unclear provid mani novel insight healthi patholog heart review summar various platform describ molecular mechan cardiovascular develop diseas reveal analysi describ latest technolog advanc final discuss translat basic research clinic medicin use technolog base sequenc genet cluster analysi gene express profil method heart nucleotid sequenc method human myocardium sequenc analysi rna method analysi method trend softwar whole exom sequenc method,4
33835452,Single-Cell RNA Sequencing Analysis: A Step-by-Step Overview.,"Thanks to innovative sample-preparation and sequencing technologies, gene expression in individual cells can now be measured for thousands of cells in a single experiment. Since its introduction, single-cell RNA sequencing (scRNA-seq) approaches have revolutionized the genomics field as they created unprecedented opportunities for resolving cell heterogeneity by exploring gene expression profiles at a single-cell resolution. However, the rapidly evolving field of scRNA-seq invoked the emergence of various analytics approaches aimed to maximize the full potential of this novel strategy. Unlike population-based RNA sequencing approaches, scRNA seq necessitates comprehensive computational tools to address high data complexity and keep up with the emerging single-cell associated challenges. Despite the vast number of analytical methods, a universal standardization is lacking. While this reflects the fields' immaturity, it may also encumber a newcomer to blend in.In this review, we aim to bridge over the abovementioned hurdle and propose four ready-to-use pipelines for scRNA-seq analysis easily accessible by a newcomer, that could fit various biological data types. Here we provide an overview of the currently available single-cell technologies for cell isolation and library preparation and a step by step guide that covers the entire canonical analytic workflow to analyse scRNA-seq data including read mapping, quality controls, gene expression quantification, normalization, feature selection, dimensionality reduction, and cell clustering useful for trajectory inference and differential expression. Such workflow guidelines will escort novices as well as expert users in the analysis of complex scRNA-seq datasets, thus further expanding the research potential of single-cell approaches in basic science, and envisaging its future implementation as best practice in the field.","*Algorithms Animals Cluster Analysis Gene Expression Profiling/methods/statistics & numerical data Genomics/methods High-Throughput Nucleotide Sequencing/methods/statistics & numerical data Humans Quality Control Sequence Analysis, RNA/*methods/statistics & numerical data Single-Cell Analysis/*methods/statistics & numerical data Software Transcriptome","Single-Cell RNA Sequencing Analysis: A Step-by-Step Overview. Thanks to innovative sample-preparation and sequencing technologies, gene expression in individual cells can now be measured for thousands of cells in a single experiment. Since its introduction, single-cell RNA sequencing (scRNA-seq) approaches have revolutionized the genomics field as they created unprecedented opportunities for resolving cell heterogeneity by exploring gene expression profiles at a single-cell resolution. However, the rapidly evolving field of scRNA-seq invoked the emergence of various analytics approaches aimed to maximize the full potential of this novel strategy. Unlike population-based RNA sequencing approaches, scRNA seq necessitates comprehensive computational tools to address high data complexity and keep up with the emerging single-cell associated challenges. Despite the vast number of analytical methods, a universal standardization is lacking. While this reflects the fields' immaturity, it may also encumber a newcomer to blend in.In this review, we aim to bridge over the abovementioned hurdle and propose four ready-to-use pipelines for scRNA-seq analysis easily accessible by a newcomer, that could fit various biological data types. Here we provide an overview of the currently available single-cell technologies for cell isolation and library preparation and a step by step guide that covers the entire canonical analytic workflow to analyse scRNA-seq data including read mapping, quality controls, gene expression quantification, normalization, feature selection, dimensionality reduction, and cell clustering useful for trajectory inference and differential expression. Such workflow guidelines will escort novices as well as expert users in the analysis of complex scRNA-seq datasets, thus further expanding the research potential of single-cell approaches in basic science, and envisaging its future implementation as best practice in the field. *Algorithms Animals Cluster Analysis Gene Expression Profiling/methods/statistics & numerical data Genomics/methods High-Throughput Nucleotide Sequencing/methods/statistics & numerical data Humans Quality Control Sequence Analysis, RNA/*methods/statistics & numerical data Single-Cell Analysis/*methods/statistics & numerical data Software Transcriptome",rna sequenc overview thank innov sequenc technolog gene express individu cell measur thousand cell singl experi sinc introduct rna sequenc approach revolution genom field creat unpreced opportun resolv cell heterogen explor gene express profil resolut howev rapid evolv field invok emerg various analyt approach aim maxim full potenti novel strategi unlik rna sequenc approach scrna seq necessit comprehens comput tool address high data complex keep emerg associ challeng despit vast number analyt method univers standard lack reflect field immatur may also encumb newcom blend review aim bridg abovement hurdl propos four pipelin analysi easili access newcom could fit various biolog data type provid overview current avail technolog cell isol librari prepar step step guid cover entir canon analyt workflow analys data includ read map qualiti control gene express quantif normal featur select dimension reduct cell cluster use trajectori infer differenti express workflow guidelin escort novic well expert user analysi complex dataset thus expand research potenti approach basic scienc envisag futur implement best practic field anim cluster analysi gene express profil method statist numer data genom method nucleotid sequenc method statist numer data human qualiti control sequenc analysi rna statist numer data analysi statist numer data softwar transcriptom,4
29851283,Introduction to Single-Cell RNA Sequencing.,"During the last decade, high-throughput sequencing methods have revolutionized the entire field of biology. The opportunity to study entire transcriptomes in great detail using RNA sequencing (RNA-seq) has fueled many important discoveries and is now a routine method in biomedical research. However, RNA-seq is typically performed in ""bulk,"" and the data represent an average of gene expression patterns across thousands to millions of cells; this might obscure biologically relevant differences between cells. Single-cell RNA-seq (scRNA-seq) represents an approach to overcome this problem. By isolating single cells, capturing their transcripts, and generating sequencing libraries in which the transcripts are mapped to individual cells, scRNA-seq allows assessment of fundamental biological properties of cell populations and biological systems at unprecedented resolution. Here, we present the most common scRNA-seq protocols in use today and the basics of data analysis and discuss factors that are important to consider before planning and designing an scRNA-seq project. © 2018 by John Wiley & Sons, Inc.","Animals Cell Separation DNA, Complementary/genetics Humans Mice Reverse Transcription/genetics Sequence Analysis, RNA/*methods Single-Cell Analysis/*methods","Introduction to Single-Cell RNA Sequencing. During the last decade, high-throughput sequencing methods have revolutionized the entire field of biology. The opportunity to study entire transcriptomes in great detail using RNA sequencing (RNA-seq) has fueled many important discoveries and is now a routine method in biomedical research. However, RNA-seq is typically performed in ""bulk,"" and the data represent an average of gene expression patterns across thousands to millions of cells; this might obscure biologically relevant differences between cells. Single-cell RNA-seq (scRNA-seq) represents an approach to overcome this problem. By isolating single cells, capturing their transcripts, and generating sequencing libraries in which the transcripts are mapped to individual cells, scRNA-seq allows assessment of fundamental biological properties of cell populations and biological systems at unprecedented resolution. Here, we present the most common scRNA-seq protocols in use today and the basics of data analysis and discuss factors that are important to consider before planning and designing an scRNA-seq project. © 2018 by John Wiley & Sons, Inc. Animals Cell Separation DNA, Complementary/genetics Humans Mice Reverse Transcription/genetics Sequence Analysis, RNA/*methods Single-Cell Analysis/*methods",introduct rna sequenc last decad sequenc method revolution entir field biolog opportun studi entir transcriptom great detail use rna sequenc fuel mani import discoveri routin method biomed research howev typic perform bulk data repres averag gene express pattern across thousand million might obscur biolog relev differ cell repres approach overcom problem isol singl cell captur transcript generat sequenc librari transcript map individu cell allow assess fundament biolog properti cell popul biolog system unpreced resolut present common protocol use today basic data analysi discuss factor import consid plan design project john wiley son inc anim cell separ dna complementari genet human mice revers transcript genet sequenc analysi rna analysi,4
34040169,Single-cell RNA sequencing in pancreatic cancer.,"The application of single-cell RNA sequencing platforms has generated notable insights into the heterogeneity underlying pancreatic ductal adenocarcinoma (PDAC), encompassing both the neoplastic compartment and the tumour microenvironment. In this Comment, we discuss the most pertinent findings gleaned from both mouse models and human PDAC samples, as well as future opportunities.","Animals Carcinoma, Pancreatic Ductal/*genetics Disease Models, Animal Gene Expression Regulation, Neoplastic Humans Mice Pancreatic Neoplasms/*genetics Sequence Analysis, RNA/*methods/trends Tumor Microenvironment/physiology","Single-cell RNA sequencing in pancreatic cancer. The application of single-cell RNA sequencing platforms has generated notable insights into the heterogeneity underlying pancreatic ductal adenocarcinoma (PDAC), encompassing both the neoplastic compartment and the tumour microenvironment. In this Comment, we discuss the most pertinent findings gleaned from both mouse models and human PDAC samples, as well as future opportunities. Animals Carcinoma, Pancreatic Ductal/*genetics Disease Models, Animal Gene Expression Regulation, Neoplastic Humans Mice Pancreatic Neoplasms/*genetics Sequence Analysis, RNA/*methods/trends Tumor Microenvironment/physiology",rna sequenc pancreat cancer applic rna sequenc platform generat notabl insight heterogen under pancreat ductal adenocarcinoma pdac encompass neoplast compart tumour microenviron comment discuss pertin find glean mous model human pdac sampl well futur opportun anim carcinoma pancreat ductal diseas model anim gene express regul neoplast human mice pancreat neoplasm sequenc analysi rna trend tumor microenviron physiolog,4
29536435,Transcriptome Sequencing: RNA-Seq.,"RNA sequencing (RNA-seq) can not only be used to identify the expression of common or rare transcripts but also in the identification of other abnormal events, such as alternative splicing, novel transcripts, and fusion genes. In principle, RNA-seq can be carried out by almost all of the next-generation sequencing (NGS) platforms, but the libraries of different platforms are not exactly the same; each platform has its own kit to meet the special requirements of the instrument design.","Alternative Splicing/genetics Base Sequence/genetics Data Analysis Gene Expression Profiling/instrumentation/*methods Gene Fusion/genetics High-Throughput Nucleotide Sequencing/instrumentation/*methods RNA/genetics/isolation & purification Sequence Analysis, RNA/instrumentation/*methods Transcriptome/*genetics","Transcriptome Sequencing: RNA-Seq. RNA sequencing (RNA-seq) can not only be used to identify the expression of common or rare transcripts but also in the identification of other abnormal events, such as alternative splicing, novel transcripts, and fusion genes. In principle, RNA-seq can be carried out by almost all of the next-generation sequencing (NGS) platforms, but the libraries of different platforms are not exactly the same; each platform has its own kit to meet the special requirements of the instrument design. Alternative Splicing/genetics Base Sequence/genetics Data Analysis Gene Expression Profiling/instrumentation/*methods Gene Fusion/genetics High-Throughput Nucleotide Sequencing/instrumentation/*methods RNA/genetics/isolation & purification Sequence Analysis, RNA/instrumentation/*methods Transcriptome/*genetics",transcriptom rna sequenc use identifi express common rare transcript also identif abnorm event altern splice novel transcript fusion gene principl carri almost sequenc ngs platform librari differ platform exact platform kit meet special requir instrument design altern splice genet base sequenc genet data analysi gene express profil instrument gene fusion genet nucleotid sequenc instrument rna genet isol purif sequenc analysi rna instrument transcriptom,4
30594306,Toxicogenomics: A 2020 Vision.,"Toxicogenomics (TGx) has contributed significantly to toxicology and now has great potential to support moves towards animal-free approaches in regulatory decision making. Here, we discuss in vitro TGx systems and their potential impact on risk assessment. We raise awareness of the rapid advancement of genomics technologies, which generates novel genomics features essential for enhanced risk assessment. We specifically emphasize the importance of reproducibility in utilizing TGx in the regulatory setting. We also highlight the role of machine learning (particularly deep learning) in developing TGx-based predictive models. Lastly, we touch on the topics of how TGx approaches could facilitate adverse outcome pathways (AOP) development and enhance read-across strategies to further regulatory application. Finally, we summarize current efforts to develop TGx for risk assessment and set out remaining challenges.",Animal Testing Alternatives Animals Humans Machine Learning Reproducibility of Results Risk Assessment/methods Toxicogenetics/*methods/trends,"Toxicogenomics: A 2020 Vision. Toxicogenomics (TGx) has contributed significantly to toxicology and now has great potential to support moves towards animal-free approaches in regulatory decision making. Here, we discuss in vitro TGx systems and their potential impact on risk assessment. We raise awareness of the rapid advancement of genomics technologies, which generates novel genomics features essential for enhanced risk assessment. We specifically emphasize the importance of reproducibility in utilizing TGx in the regulatory setting. We also highlight the role of machine learning (particularly deep learning) in developing TGx-based predictive models. Lastly, we touch on the topics of how TGx approaches could facilitate adverse outcome pathways (AOP) development and enhance read-across strategies to further regulatory application. Finally, we summarize current efforts to develop TGx for risk assessment and set out remaining challenges. Animal Testing Alternatives Animals Humans Machine Learning Reproducibility of Results Risk Assessment/methods Toxicogenetics/*methods/trends",vision toxicogenom tgx contribut signific toxicolog great potenti support move toward approach regulatori decis make discuss vitro tgx system potenti impact risk assess rais awar rapid advanc genom technolog generat novel genom featur essenti enhanc risk assess specif emphas import reproduc util tgx regulatori set also highlight role machin learn particular deep learn develop predict model last touch topic tgx approach could facilit advers outcom pathway aop develop enhanc strategi regulatori applic final summar current effort develop tgx risk assess set remain challeng anim test altern anim human machin learn reproduc result risk assess method toxicogenet trend,9
33068428,Comparative Toxicogenomics Database (CTD): update 2021.,"The public Comparative Toxicogenomics Database (CTD; http://ctdbase.org/) is an innovative digital ecosystem that relates toxicological information for chemicals, genes, phenotypes, diseases, and exposures to advance understanding about human health. Literature-based, manually curated interactions are integrated to create a knowledgebase that harmonizes cross-species heterogeneous data for chemical exposures and their biological repercussions. In this biennial update, we report a 20% increase in CTD curated content and now provide 45 million toxicogenomic relationships for over 16 300 chemicals, 51 300 genes, 5500 phenotypes, 7200 diseases and 163 000 exposure events, from 600 comparative species. Furthermore, we increase the functionality of chemical-phenotype content with new data-tabs on CTD Disease pages (to help fill in knowledge gaps for environmental health) and new phenotype search parameters (for Batch Query and Venn analysis tools). As well, we introduce new CTD Anatomy pages that allow users to uniquely explore and analyze chemical-phenotype interactions from an anatomical perspective. Finally, we have enhanced CTD Chemical pages with new literature-based chemical synonyms (to improve querying) and added 1600 amino acid-based compounds (to increase chemical landscape). Together, these updates continue to augment CTD as a powerful resource for generating testable hypotheses about the etiologies and molecular mechanisms underlying environmentally influenced diseases.","Databases, Chemical *Databases, Factual Databases, Genetic *Gene-Environment Interaction Genome, Human/*drug effects Genomics/*methods Genotype Humans Internet Knowledge Bases Organ Specificity Phenotype Prescription Drugs/chemistry/*pharmacology Software Toxicogenetics/methods Xenobiotics/chemistry/*toxicity","Comparative Toxicogenomics Database (CTD): update 2021. The public Comparative Toxicogenomics Database (CTD; http://ctdbase.org/) is an innovative digital ecosystem that relates toxicological information for chemicals, genes, phenotypes, diseases, and exposures to advance understanding about human health. Literature-based, manually curated interactions are integrated to create a knowledgebase that harmonizes cross-species heterogeneous data for chemical exposures and their biological repercussions. In this biennial update, we report a 20% increase in CTD curated content and now provide 45 million toxicogenomic relationships for over 16 300 chemicals, 51 300 genes, 5500 phenotypes, 7200 diseases and 163 000 exposure events, from 600 comparative species. Furthermore, we increase the functionality of chemical-phenotype content with new data-tabs on CTD Disease pages (to help fill in knowledge gaps for environmental health) and new phenotype search parameters (for Batch Query and Venn analysis tools). As well, we introduce new CTD Anatomy pages that allow users to uniquely explore and analyze chemical-phenotype interactions from an anatomical perspective. Finally, we have enhanced CTD Chemical pages with new literature-based chemical synonyms (to improve querying) and added 1600 amino acid-based compounds (to increase chemical landscape). Together, these updates continue to augment CTD as a powerful resource for generating testable hypotheses about the etiologies and molecular mechanisms underlying environmentally influenced diseases. Databases, Chemical *Databases, Factual Databases, Genetic *Gene-Environment Interaction Genome, Human/*drug effects Genomics/*methods Genotype Humans Internet Knowledge Bases Organ Specificity Phenotype Prescription Drugs/chemistry/*pharmacology Software Toxicogenetics/methods Xenobiotics/chemistry/*toxicity",compar toxicogenom databas ctd updat public compar toxicogenom databas ctdbase org innov digit ecosystem relat toxicolog inform chemic gene phenotyp diseas exposur advanc understand human health manual curat interact integr creat knowledgebas harmon heterogen data chemic exposur biolog repercuss biennial updat report increas ctd curat content provid million toxicogenom relationship chemic gene phenotyp diseas exposur event compar speci furthermor increas function content new ctd diseas page help fill knowledg gap environment health new phenotyp search paramet batch queri venn analysi tool well introduc new ctd anatomi page allow user uniqu explor analyz interact anatom perspect final enhanc ctd chemic page new chemic synonym improv queri ad amino compound increas chemic landscap togeth updat continu augment ctd power resourc generat testabl hypothes etiolog molecular mechan under environment influenc diseas databas chemic factual databas genet interact genom human effect genom genotyp human internet knowledg base organ specif phenotyp prescript drug chemistri softwar toxicogenet method xenobiot chemistri,1
